date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:36:18	26409/26409	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:18%20GMT	https://gridx.codelayers.net/tags-page-2/ui-ux	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/ui-ux.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:19	26416/26416	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:19%20GMT	https://gridx.codelayers.net/tags-page-2/joomla	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/joomla.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:21	48788/48788	---M--	200	added ('OK')	image/jpeg	etag:%2212623ec-be94-5f862cc340d00%22	https://gridx.codelayers.net/images/project-dt-1.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project-dt-1.jpg	(from https://gridx.codelayers.net/work-details)
16:36:21	807/807	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:21%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/analysis?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/analysisc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/analysis)
16:36:23	912/912	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:22%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/analysis?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/analysis7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/analysis)
16:36:24	807/807	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:24%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/firewall?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/firewallc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/firewall)
16:36:26	912/912	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:25%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/firewall?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/firewall7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/firewall)
16:36:26	815/815	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:26%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/it-solutionsc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions)
16:36:28	920/920	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:27%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/it-solutions7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions)
16:36:28	807/807	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:28%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/security?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/securityc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/security)
16:36:30	912/912	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:29%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/security?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/security7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/security)
16:36:30	811/811	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:30%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/technology?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/technologyc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar/technology)
16:36:32	916/916	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:31%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/technology?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/technology7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/technology)
16:36:32	2348/2348	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:32%20GMT	https://gridx.codelayers.net/tags-page-2/saas?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/saasc0d0	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:34	3374/3374	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:33%20GMT	https://gridx.codelayers.net/tags-page-2/saas?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/saas7b17	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:34	3343/3343	---M--	200	added ('OK')	image/svg+xml	etag:%2212623e4-d0f-5f862cc340d00%22	https://gridx.codelayers.net/images/logo-dark.svg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/logo-dark.svg	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:36	92178/92178	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:35%20GMT	https://gridx.codelayers.net/home-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/home-2.html	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:37	69164/69164	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:36%20GMT	https://gridx.codelayers.net/about-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/about-2.html	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:37	78786/78786	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:37%20GMT	https://gridx.codelayers.net/works-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/works-2.html	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:39	53132/53132	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:38%20GMT	https://gridx.codelayers.net/contact-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/contact-2.html	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:39	27782/27782	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:39%20GMT	https://gridx.codelayers.net/tags-page-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2.html	(from https://gridx.codelayers.net/tags-page-2/saas)
16:36:40	2355/2355	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:40%20GMT	https://gridx.codelayers.net/tags-page-2/development?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/developmentc0d0	(from https://gridx.codelayers.net/tags-page-2/development)
16:36:42	3388/3388	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:41%20GMT	https://gridx.codelayers.net/tags-page-2/development?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/development7b17	(from https://gridx.codelayers.net/tags-page-2/development)
16:36:42	1557/1557	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:42%20GMT	https://gridx.codelayers.net/tags-page-2/figma?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/figmac0d0	(from https://gridx.codelayers.net/tags-page-2/figma)
16:36:44	2125/2125	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:43%20GMT	https://gridx.codelayers.net/tags-page-2/figma?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/figma7b17	(from https://gridx.codelayers.net/tags-page-2/figma)
16:36:44	1556/1556	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:44%20GMT	https://gridx.codelayers.net/tags-page-2/java?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/javac0d0	(from https://gridx.codelayers.net/tags-page-2/java)
16:36:46	2123/2123	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:45%20GMT	https://gridx.codelayers.net/tags-page-2/java?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/java7b17	(from https://gridx.codelayers.net/tags-page-2/java)
16:36:46	1545/1545	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:46%20GMT	https://gridx.codelayers.net/tags-page-2/ui-ux?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/ui-uxc0d0	(from https://gridx.codelayers.net/tags-page-2/ui-ux)
16:36:48	2113/2113	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:47%20GMT	https://gridx.codelayers.net/tags-page-2/ui-ux?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/ui-ux7b17	(from https://gridx.codelayers.net/tags-page-2/ui-ux)
16:36:48	1546/1546	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:48%20GMT	https://gridx.codelayers.net/tags-page-2/joomla?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/joomlac0d0	(from https://gridx.codelayers.net/tags-page-2/joomla)
16:36:50	2115/2115	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:49%20GMT	https://gridx.codelayers.net/tags-page-2/joomla?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/joomla7b17	(from https://gridx.codelayers.net/tags-page-2/joomla)
16:36:50	912/912	---M--	200	added ('OK')	image/svg+xml	etag:%2212623db-390-5f862cc529180%22	https://gridx.codelayers.net/images/icon-2.svg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/icon-2.svg	(from https://gridx.codelayers.net/home-2)
16:36:52	78161/78161	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:51%20GMT	https://gridx.codelayers.net/credentials-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/credentials-2.html	(from https://gridx.codelayers.net/home-2)
16:36:52	49681/49681	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:52%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar-2.html	(from https://gridx.codelayers.net/home-2)
16:36:54	78136/78136	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:53%20GMT	https://gridx.codelayers.net/service-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/service-2.html	(from https://gridx.codelayers.net/home-2)
16:36:54	952/952	---M--	200	added ('OK')	image/png	etag:%2212623de-3b8-5f862cc340d00%22	https://gridx.codelayers.net/images/icon2-2.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/icon2-2.png	(from https://gridx.codelayers.net/home-2)
16:36:55	1746/1746	---M--	200	added ('OK')	image/png	etag:%2212623f4-6d2-5f862cc529180%22	https://gridx.codelayers.net/images/star-2-2.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/star-2-2.png	(from https://gridx.codelayers.net/about-2)
16:36:57	61302/61302	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:56%20GMT	https://gridx.codelayers.net/work-details-2	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/work-details-2.html	(from https://gridx.codelayers.net/works-2)
16:36:57	3288/3288	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:06:57%20GMT	https://gridx.codelayers.net/tags-page-2?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2c0d0	(from https://gridx.codelayers.net/tags-page-2)
16:36:59	3624/3624	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:06:58%20GMT	https://gridx.codelayers.net/tags-page-2?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-27b17	(from https://gridx.codelayers.net/tags-page-2)
16:37:00	486/486	---M-Z	200	added ('OK')	text/javascript	etag:%221260d1b-1e6-6274f5f5b9100-gzip%22	https://gridx.codelayers.net/media/com_tags/js/tag-default.min.js?db210b	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/com_tags/js/tag-default.min32c3.js	(from https://gridx.codelayers.net/tags-page-2)
16:37:02	26304/26304	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:07:01%20GMT	https://gridx.codelayers.net/tags-page-2/web	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/web.html	(from https://gridx.codelayers.net/tags-page-2)
16:37:02	3406/3406	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:07:02%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar-2?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar-2c0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar-2)
16:37:04	5637/5637	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:07:03%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar-2?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar-27b17	(from https://gridx.codelayers.net/blog-with-right-sidebar-2)
16:37:04	1006/1006	---M--	200	added ('OK')	image/png	etag:%2212623e0-3ee-5f862cc529180%22	https://gridx.codelayers.net/images/icon3-2.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/icon3-2.png	(from https://gridx.codelayers.net/work-details-2)
16:37:05	757/757	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:07:05%20GMT	https://gridx.codelayers.net/tags-page-2/web?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/webc0d0	(from https://gridx.codelayers.net/tags-page-2/web)
16:37:07	864/864	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:07:06%20GMT	https://gridx.codelayers.net/tags-page-2/web?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/web7b17	(from https://gridx.codelayers.net/tags-page-2/web)
16:37:10	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:07%20GMT	https://gridx.codelayers.net/images/bg1.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/bg1.png	(from https://gridx.codelayers.net/)
16:37:10	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:07%20GMT	https://gridx.codelayers.net/media/vendor/jquery/js/jquery.min.js?3.7.1	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/jquery/js/jquery.min8a0c.js	(from https://gridx.codelayers.net/)
16:37:11	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:08%20GMT	https://gridx.codelayers.net/images/me.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/me.png	(from https://gridx.codelayers.net/)
16:37:11	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:08%20GMT	https://gridx.codelayers.net/images/me2.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/me2.png	(from https://gridx.codelayers.net/about)
16:37:13	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:10%20GMT	https://gridx.codelayers.net/images/project2.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project2.jpg	(from https://gridx.codelayers.net/works)
16:37:14	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:11%20GMT	https://gridx.codelayers.net/images/project3.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project3.jpg	(from https://gridx.codelayers.net/works)
16:37:15	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:12%20GMT	https://gridx.codelayers.net/media/com_finder/js/finder.min.js?5729ed	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/com_finder/js/finder.min8423.js	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:17	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:14%20GMT	https://gridx.codelayers.net/images/blog1.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/blog1.jpg	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:18	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:15%20GMT	https://gridx.codelayers.net/images/blog2.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/blog2.jpg	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:18	5633/5633	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%22c3e228175c7cb6b2b424a8e715699f2f%22	https://gridx.codelayers.net/blog-with-right-sidebar?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:19	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:16%20GMT	https://gridx.codelayers.net/images/blog3.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/blog3.jpg	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:37:19	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:17%20GMT	https://gridx.codelayers.net/images/project-dt-1.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project-dt-1.jpg	(from https://gridx.codelayers.net/work-details)
16:37:19	912/912	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%22a73d93052010e70f15dabd12a45c8ce9%22	https://gridx.codelayers.net/blog-with-right-sidebar/analysis?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/analysis7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/analysis)
16:37:20	912/912	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%2241a8b4208a7da2f52d6247a6ebf8fcc7%22	https://gridx.codelayers.net/blog-with-right-sidebar/firewall?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/firewall7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/firewall)
16:37:20	920/920	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%22828d76552f5be83c93d041065d6f857a%22	https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/it-solutions7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions)
16:37:20	912/912	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%229998a3042cca771365f22c1e4dec71a0%22	https://gridx.codelayers.net/blog-with-right-sidebar/security?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/security7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/security)
16:37:21	25464/25464	---M--	200	added ('OK')	font/woff2	etag:%221260762-6378-6274f5ea47600%22	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-400.woff2?v=2d89b4	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-400cfaa.woff2	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:21	3388/3388	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%22621acd5d97730b14c7512fb1b916b5d5%22	https://gridx.codelayers.net/tags-page-2/development?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/development7b17	(from https://gridx.codelayers.net/tags-page-2/development)
16:37:21	3374/3374	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%22155b1ba1d761ba3551054c48b18e80c4%22	https://gridx.codelayers.net/tags-page-2/saas?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/saas7b17	(from https://gridx.codelayers.net/tags-page-2/saas)
16:37:21	916/916	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%2263a7aa11a4d15e76fe63cae0b6b8f7db%22	https://gridx.codelayers.net/blog-with-right-sidebar/technology?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/technology7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar/technology)
16:37:21	2125/2125	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%22dcc3462a8d3851d73fd6507440f941ab%22	https://gridx.codelayers.net/tags-page-2/figma?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/figma7b17	(from https://gridx.codelayers.net/tags-page-2/figma)
16:37:23	67976/67976	---M--	200	added ('OK')	font/ttf	etag:%221260761-10988-6274f5ea47600%22	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-400.ttf?v=370dd5	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-4007652.ttf	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:23	2113/2113	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%229118aa86609fc2dfa396105634e6a3aa%22	https://gridx.codelayers.net/tags-page-2/ui-ux?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/ui-ux7b17	(from https://gridx.codelayers.net/tags-page-2/ui-ux)
16:37:23	2115/2115	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%229e51f29c6cd0c306c10ce175e9be1a6a%22	https://gridx.codelayers.net/tags-page-2/joomla?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/joomla7b17	(from https://gridx.codelayers.net/tags-page-2/joomla)
16:37:23	2123/2123	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%22a44ae995d8fdbdc018bc14906aaabe04%22	https://gridx.codelayers.net/tags-page-2/java?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/java7b17	(from https://gridx.codelayers.net/tags-page-2/java)
16:37:25	157192/157192	---M--	200	added ('OK')	font/woff2	etag:%221260764-26608-6274f5ea47600%22	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-solid-900.woff2?v=237f4a	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-solid-9008ec6.woff2	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:25	3624/3624	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%223f046a5578b8340d4372d290469a8f24%22	https://gridx.codelayers.net/tags-page-2?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-27b17	(from https://gridx.codelayers.net/tags-page-2)
16:37:25	5637/5637	UR-MCZ	200	added ('OK')	application/atom+xml	etag:%221ba06afafbaff2d5beea352561675cbe%22	https://gridx.codelayers.net/blog-with-right-sidebar-2?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar-27b17	(from https://gridx.codelayers.net/blog-with-right-sidebar-2)
16:37:25	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:25%20GMT	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-400.woff2?v=2d89b4	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-400cfaa.woff2	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:27	423676/423676	---M--	200	added ('OK')	font/ttf	etag:%221260763-676fc-6274f5ea47600%22	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-solid-900.ttf?v=adec7d	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-solid-900fea9.ttf	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
16:37:28	81314/81314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Jun%202025%2011:07:27%20GMT	https://gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-400.ttf?v=370dd5	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/fontawesome-free/webfonts/fa-regular-4007652.ttf	(from https://gridx.codelayers.net/media/system/css/joomla-fontawesome.min.css?89132c)
